HCPC,ProcGRP,csc,atg,atg_priority,procgrp_intensity,hcpcs_intensity,imputed_rel_wgt,status_ind,procgrp_ver,release
"28232","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.111,19.73,T,2016,2
"28234","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.116,19.73,T,2016,2
"28238","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.194,32.49,T,2016,2
"28240","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.127,19.73,T,2016,2
"28250","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.167,32.49,T,2016,2
"28260","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.198,19.73,T,2016,2
"28261","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.283,32.49,T,2016,2
"28262","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.426,67.4,J1,2016,2
"28264","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.29,19.73,T,2016,2
"28270","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.141,19.73,T,2016,2
"28272","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.114,19.73,T,2016,2
"28280","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.15,19.73,T,2016,2
"28285","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.153,19.73,T,2016,2
"28286","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.131,19.73,T,2016,2
"28288","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.174,19.73,T,2016,2
"28289","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.212,32.49,T,2016,2
"28290","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.169,32.49,T,2016,2
"28292","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.228,32.49,T,2016,2
"28293","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.303,67.4,J1,2016,2
"28294","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.222,32.49,T,2016,2
"28296","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.206,32.49,T,2016,2
"28297","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.235,95.81,J1,2016,2
"28298","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.209,32.49,T,2016,2
"28299","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.26,32.49,T,2016,2
"28300","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.187,67.4,J1,2016,2
"28302","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.207,32.49,T,2016,2
"28304","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.234,67.4,J1,2016,2
"28305","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.19,67.4,J1,2016,2
"28306","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.176,32.49,T,2016,2
"28307","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.197,32.49,T,2016,2
"28308","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.163,32.49,T,2016,2
"28309","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.262,67.4,J1,2016,2
"28310","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.159,32.49,T,2016,2
"28312","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.147,32.49,T,2016,2
"28313","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.15,19.73,T,2016,2
"28315","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.139,19.73,T,2016,2
"28320","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.176,95.81,J1,2016,2
"28322","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.229,67.4,J1,2016,2
"28340","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.168,19.73,T,2016,2
"28341","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.194,19.73,T,2016,2
"28344","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.134,32.49,T,2016,2
"28345","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.151,19.73,T,2016,2
"28360","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.266,67.4,J1,2016,2
"28400","1610",ORTHO,MEDIC THER,5,2.43907962,322000.0715,3.22,T,2016,2
"28405","1610",ORTHO,MEDIC THER,5,2.43907962,322000.1126,3.22,T,2016,2
"28406","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.151,32.49,T,2016,2
"28415","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.32,95.81,J1,2016,2
"28420","1620",PODIATRY,SURG MAJOR,1,26.19176291,14293000.36,142.93,J1,2016,2
"28430","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0681,2.33,T,2016,2
"28435","1610",ORTHO,MEDIC THER,5,2.43907962,1487000.091,14.87,T,2016,2
"28436","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.13,32.49,T,2016,2
"28445","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.307,67.4,J1,2016,2
"28446","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.351,67.4,J1,2016,2
"28450","1620",PODIATRY,SURG MAJOR,1,26.19176291,322000.0619,3.22,T,2016,2
"28455","1620",PODIATRY,SURG MAJOR,1,26.19176291,1487000.083,14.87,T,2016,2
"28456","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.092,95.81,J1,2016,2
"28465","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.179,67.4,J1,2016,2
"28470","1610",ORTHO,MEDIC THER,5,2.43907962,233000.063,2.33,T,2016,2
"28475","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0738,2.33,T,2016,2
"28476","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.101,32.49,T,2016,2
"28485","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.151,32.49,T,2016,2
"28490","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0415,2.33,T,2016,2
"28495","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0509,2.33,T,2016,2
"28496","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.127,32.49,T,2016,2
"28505","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.193,32.49,T,2016,2
"28510","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0354,2.33,T,2016,2
"28515","1610",ORTHO,MEDIC THER,5,2.43907962,322000.0461,3.22,T,2016,2
"28525","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.162,32.49,T,2016,2
"28530","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0333,2.33,T,2016,2
"28531","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.1,32.49,T,2016,2
"28540","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0593,2.33,T,2016,2
"28545","1610",ORTHO,MEDIC THER,5,2.43907962,3249000.084,32.49,T,2016,2
"28546","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.161,19.73,T,2016,2
"28555","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.253,95.81,J1,2016,2
"28570","1610",ORTHO,MEDIC THER,5,2.43907962,233000.0641,2.33,T,2016,2
"28575","1610",ORTHO,MEDIC THER,5,2.43907962,1487000.105,14.87,T,2016,2
"28576","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.112,19.73,T,2016,2
"28585","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.245,32.49,T,2016,2
"28600","1610",ORTHO,MEDIC THER,5,2.43907962,322000.0625,3.22,T,2016,2
"28605","1610",ORTHO,MEDIC THER,5,2.43907962,233000.094,2.33,T,2016,2
"28606","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.113,32.49,T,2016,2
"28615","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.227,67.4,J1,2016,2
"28630","4650",EM,MEDIC THER,5,2.404984098,233000.0449,2.33,T,2016,2
"28635","1610",ORTHO,MEDIC THER,5,2.43907962,1487000.05,14.87,T,2016,2
"28636","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.082,32.49,T,2016,2
"28645","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.19,32.49,T,2016,2
"28660","4650",EM,MEDIC THER,5,2.404984098,233000.0334,2.33,T,2016,2
"28665","1610",ORTHO,MEDIC THER,5,2.43907962,281000.0442,2.81,S,2016,2
"28666","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.054,32.49,T,2016,2
"28675","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.17,19.73,T,2016,2
"28705","1615",ORTHO,SURG MAJOR,1,95.89324934,14293000.36,142.93,J1,2016,2
"28715","1615",ORTHO,SURG MAJOR,1,95.89324934,14293000.27,142.93,J1,2016,2
"28725","1615",ORTHO,SURG MAJOR,1,95.89324934,9581000.224,95.81,J1,2016,2
"28730","1615",ORTHO,SURG MAJOR,1,95.89324934,9581000.212,95.81,J1,2016,2
"28735","1615",ORTHO,SURG MAJOR,1,95.89324934,14293000.23,142.93,J1,2016,2
"28737","1620",PODIATRY,SURG MAJOR,1,26.19176291,9581000.198,95.81,J1,2016,2
"28740","1615",ORTHO,SURG MAJOR,1,95.89324934,9581000.244,95.81,J1,2016,2
"28750","1615",ORTHO,SURG MAJOR,1,95.89324934,6740000.236,67.4,J1,2016,2
"28755","1620",PODIATRY,SURG MAJOR,1,26.19176291,3249000.147,32.49,T,2016,2
"28760","1620",PODIATRY,SURG MAJOR,1,26.19176291,6740000.229,67.4,J1,2016,2
"28800","1620",PODIATRY,SURG MAJOR,1,26.19176291,2141680.157,21.4168,C,2016,2
"28805","3430",ORTHO,SURG MAJOR,1,53.93133342,3249000.213,32.49,T,2016,2
"28810","0100",PODIATRY,SURG MAJOR,1,19.73,1973000.126,19.73,T,2016,2
"28820","0100",PODIATRY,SURG MAJOR,1,19.73,1973000.165,19.73,T,2016,2
"28825","0100",PODIATRY,SURG MAJOR,1,19.73,1973000.157,19.73,T,2016,2
"28890","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.093,19.73,T,2016,2
"28899","1620",PODIATRY,SURG MAJOR,1,26.19176291,233000.0209,2.33,T,2016,2
"29000","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0847,2.81,S,2016,2
"29010","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0682,2.81,S,2016,2
"29015","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0819,2.81,S,2016,2
"29020","0860",ORTHO,MEDIC THER,5,2.80204875,137890.0552,1.3789,S,2016,2
"29025","0860",ORTHO,MEDIC THER,5,2.80204875,137890.0829,1.3789,S,2016,2
"29035","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0557,2.81,S,2016,2
"29040","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0646,2.81,S,2016,2
"29044","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0809,1.61,S,2016,2
"29046","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0695,2.81,S,2016,2
"29049","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0241,2.81,S,2016,2
"29055","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0641,2.81,S,2016,2
"29058","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0353,2.81,S,2016,2
"29065","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0278,2.81,S,2016,2
"29075","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0251,2.81,S,2016,2
"29085","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0276,2.81,S,2016,2
"29086","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0225,1.61,S,2016,2
"29105","4390",ORTHO,MEDIC THER,5,1.368935408,161000.0252,1.61,S,2016,2
"29125","4390",ORTHO,MEDIC THER,5,1.368935408,123000.0185,1.23,Q1,2016,2
"29126","4390",ORTHO,MEDIC THER,5,1.368935408,123000.022,1.23,Q1,2016,2
"29130","4390",ORTHO,MEDIC THER,5,1.368935408,75000.0118,0.75,Q1,2016,2
"29131","4390",ORTHO,MEDIC THER,5,1.368935408,75000.0146,0.75,Q1,2016,2
"29200","4425",PHYS THER,MEDIC THER,5,0.800373167,161000.0084,1.61,S,2016,2
"29220","4425",PHYS THER,MEDIC THER,5,0.800373167,108450.0135,1.0845,S,2016,2
"29240","4425",PHYS THER,MEDIC THER,5,0.800373167,75000.0082,0.75,Q1,2016,2
"29260","4425",PHYS THER,MEDIC THER,5,0.800373167,41000.0083,0.41,Q1,2016,2
"29280","4425",PHYS THER,MEDIC THER,5,0.800373167,41000.0084,0.41,Q1,2016,2
"29305","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0711,2.81,S,2016,2
"29325","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0781,2.81,S,2016,2
"29345","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0393,2.81,S,2016,2
"29355","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0405,2.81,S,2016,2
"29358","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0462,2.81,S,2016,2
"29365","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0353,2.81,S,2016,2
"29405","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0235,2.81,S,2016,2
"29425","0865",PODIATRY,MEDIC THER,5,1.675993226,281000.0225,2.81,S,2016,2
"29435","0865",PODIATRY,MEDIC THER,5,1.675993226,281000.0335,2.81,S,2016,2
"29440","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.0125,1.61,S,2016,2
"29445","0865",PODIATRY,MEDIC THER,5,1.675993226,281000.0386,2.81,S,2016,2
"29450","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.0411,1.61,S,2016,2
"29505","4390",ORTHO,MEDIC THER,5,1.368935408,161000.0238,1.61,S,2016,2
"29515","4390",ORTHO,MEDIC THER,5,1.368935408,161000.0205,1.61,S,2016,2
"29520","4425",PHYS THER,MEDIC THER,5,0.800373167,75000.0089,0.75,Q1,2016,2
"29530","4425",PHYS THER,MEDIC THER,5,0.800373167,75000.0082,0.75,Q1,2016,2
"29540","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.0074,1.61,S,2016,2
"29550","0865",PODIATRY,MEDIC THER,5,1.675993226,75000.0054,0.75,Q1,2016,2
"29580","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.015,1.61,S,2016,2
"29581","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.0175,1.61,S,2016,2
"29582","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0199,2.81,S,2016,2
"29583","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0124,1.61,S,2016,2
"29584","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0199,1.61,S,2016,2
"29590","0865",PODIATRY,MEDIC THER,5,1.675993226,146550.0154,1.4655,S,2016,2
"29700","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0179,2.81,S,2016,2
"29705","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0192,2.81,S,2016,2
"29710","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0351,2.81,S,2016,2
"29715","0860",ORTHO,MEDIC THER,5,2.80204875,137890.0216,1.3789,S,2016,2
"29720","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0245,1.61,S,2016,2
"29730","0860",ORTHO,MEDIC THER,5,2.80204875,161000.0186,1.61,S,2016,2
"29740","0860",ORTHO,MEDIC THER,5,2.80204875,281000.0286,2.81,S,2016,2
"29750","0865",PODIATRY,MEDIC THER,5,1.675993226,281000.0256,2.81,S,2016,2
"29799","0865",PODIATRY,MEDIC THER,5,1.675993226,161000.0091,1.61,S,2016,2
"29800","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.147,32.49,T,2016,2
"29804","1565",ORAL SURG,SURG MAJOR,1,32.44657632,3249000.187,32.49,T,2016,2
"29805","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.137,32.49,T,2016,2
"29806","0395",ORTHO,SURG MAJOR,1,57.65476392,6740000.308,67.4,J1,2016,2
"29807","0395",ORTHO,SURG MAJOR,1,57.65476392,6740000.3,67.4,J1,2016,2
"29819","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.17,32.49,T,2016,2
"29820","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.155,32.49,T,2016,2
"29821","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.169,32.49,T,2016,2
"29822","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.164,32.49,T,2016,2
"29823","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.179,32.49,T,2016,2
"29824","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.193,32.49,T,2016,2
"29825","0395",ORTHO,SURG MAJOR,1,57.65476392,3249000.167,32.49,T,2016,2
"29826","0400",ORTHO,ADDITIONAL,9,0,0.0503,0,N,2016,2
"29827","0395",ORTHO,SURG MAJOR,1,57.65476392,6740000.306,67.4,J1,2016,2
"29828","0395",ORTHO,SURG MAJOR,1,57.65476392,6740000.264,67.4,J1,2016,2
"29830","0390",ORTHO,SURG MAJOR,1,23.3218892,1973000.132,19.73,T,2016,2
"29834","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.141,32.49,T,2016,2
"29835","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.146,32.49,T,2016,2
"29836","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.164,32.49,T,2016,2
"29837","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.151,32.49,T,2016,2
"29838","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.17,32.49,T,2016,2
"29840","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.131,32.49,T,2016,2
"29843","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.14,32.49,T,2016,2
"29844","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.144,32.49,T,2016,2
"29845","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.167,32.49,T,2016,2
"29846","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.151,32.49,T,2016,2
"29847","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.154,32.49,T,2016,2
"29848","0390",ORTHO,SURG MAJOR,1,23.3218892,1973000.148,19.73,T,2016,2
"29850","0380",ORTHO,SURG MAJOR,1,33.26575796,1973000.178,19.73,T,2016,2
"29851","0380",ORTHO,SURG MAJOR,1,33.26575796,1973000.256,19.73,T,2016,2
"29855","0390",ORTHO,SURG MAJOR,1,23.3218892,9581000.226,95.81,J1,2016,2
"29856","0390",ORTHO,SURG MAJOR,1,23.3218892,9581000.289,95.81,J1,2016,2
"29860","0375",ORTHO,SURG MAJOR,1,70.01584535,3249000.191,32.49,T,2016,2
"29861","0375",ORTHO,SURG MAJOR,1,70.01584535,3249000.208,32.49,T,2016,2
"29862","0375",ORTHO,SURG MAJOR,1,70.01584535,6740000.233,67.4,J1,2016,2
"29863","0375",ORTHO,SURG MAJOR,1,70.01584535,3249000.233,32.49,T,2016,2
"29866","0380",ORTHO,SURG MAJOR,1,33.26575796,6740000.302,67.4,J1,2016,2
"29867","0380",ORTHO,SURG MAJOR,1,33.26575796,9581000.366,95.81,J1,2016,2
"29868","0380",ORTHO,SURG MAJOR,1,33.26575796,6740000.465,67.4,J1,2016,2
"29870","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.168,32.49,T,2016,2
"29871","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.149,32.49,T,2016,2
"29873","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.152,32.49,T,2016,2
"29874","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.155,32.49,T,2016,2
"29875","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.143,32.49,T,2016,2
"29876","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.19,32.49,T,2016,2
"29877","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.18,32.49,T,2016,2
"29879","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.192,32.49,T,2016,2
"29880","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.163,32.49,T,2016,2
"29881","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.157,32.49,T,2016,2
"29882","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.203,32.49,T,2016,2
"29883","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.244,32.49,T,2016,2
"29884","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.178,32.49,T,2016,2
"29885","0380",ORTHO,SURG MAJOR,1,33.26575796,6740000.218,67.4,J1,2016,2
"29886","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.184,32.49,T,2016,2
"29887","0380",ORTHO,SURG MAJOR,1,33.26575796,3249000.216,32.49,T,2016,2
"29888","0380",ORTHO,SURG MAJOR,1,33.26575796,9581000.285,95.81,J1,2016,2
"29889","0380",ORTHO,SURG MAJOR,1,33.26575796,14293000.35,142.93,J1,2016,2
"29891","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.195,32.49,T,2016,2
"29892","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.168,32.49,T,2016,2
"29893","1620",PODIATRY,SURG MAJOR,1,26.19176291,1973000.177,19.73,T,2016,2
"29894","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.144,32.49,T,2016,2
"29895","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.138,32.49,T,2016,2
"29897","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.147,32.49,T,2016,2
"29898","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.163,32.49,T,2016,2
"29899","0390",ORTHO,SURG MAJOR,1,23.3218892,9581000.299,95.81,J1,2016,2
"29900","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.132,32.49,T,2016,2
"29901","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.154,32.49,T,2016,2
"29902","0390",ORTHO,SURG MAJOR,1,23.3218892,1973000.164,19.73,T,2016,2
"29904","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.185,32.49,T,2016,2
"29905","0390",ORTHO,SURG MAJOR,1,23.3218892,3249000.199,32.49,T,2016,2
"29906","0390",ORTHO,SURG MAJOR,1,23.3218892,1973000.208,19.73,T,2016,2
"29907","0390",ORTHO,SURG MAJOR,1,23.3218892,9581000.254,95.81,J1,2016,2
"29914","0375",ORTHO,SURG MAJOR,1,70.01584535,6740000.288,67.4,J1,2016,2
"29915","0375",ORTHO,SURG MAJOR,1,70.01584535,9581000.293,95.81,J1,2016,2
"29916","0375",ORTHO,SURG MAJOR,1,70.01584535,9581000.293,95.81,J1,2016,2
"29999","0390",ORTHO,SURG MAJOR,1,23.3218892,1973000.094,19.73,T,2016,2
"30000","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,175000.0658,1.75,T,2016,2
"3000F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"30020","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,424000.0668,4.24,T,2016,2
"3002F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3006F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3008F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30100","0450",OTOLARYNG,INVAS MINOR,3,12.33527734,935000.0404,9.35,T,2016,2
"30110","2780",OTOLARYNG,SURG MINOR,3,2.408954046,935000.066,9.35,T,2016,2
"30115","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.124,21.93,T,2016,2
"30117","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.251,21.93,T,2016,2
"30118","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.221,21.93,T,2016,2
"3011F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30120","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.15,21.93,T,2016,2
"30124","2780",OTOLARYNG,SURG MINOR,3,2.408954046,2193000.082,21.93,T,2016,2
"30125","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.175,53.65,J1,2016,2
"30130","1495",OTOLARYNG,SURG MAJOR,1,21.93,2193000.109,21.93,T,2016,2
"30140","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.126,21.93,T,2016,2
"3014F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"30150","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.221,53.65,J1,2016,2
"3015F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30160","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.222,53.65,J1,2016,2
"3016F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3017F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3018F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3019F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30200","3235",OTOLARYNG,MEDIC THER,5,0.381873262,935000.0325,9.35,T,2016,2
"3020F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30210","3235",OTOLARYNG,MEDIC THER,5,0.381873262,935000.0429,9.35,T,2016,2
"3021F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"30220","2780",OTOLARYNG,SURG MINOR,3,2.408954046,935000.0869,9.35,T,2016,2
"3022F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3023F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3025F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3027F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3028F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30300","2780",OTOLARYNG,SURG MINOR,3,2.408954046,123000.0531,1.23,Q1,2016,2
"30310","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.059,21.93,T,2016,2
"30320","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,935000.127,9.35,T,2016,2
"3035F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3037F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3038F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30400","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.29,21.93,T,2016,2
"3040F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30410","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.339,53.65,J1,2016,2
"30420","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.394,53.65,J1,2016,2
"3042F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"30430","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,2193000.279,21.93,T,2016,2
"30435","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.318,53.65,J1,2016,2
"3044F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"30450","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.429,53.65,J1,2016,2
"3045F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"30460","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.205,53.65,J1,2016,2
"30462","2775",OTOLARYNG,SURG MAJOR,1,22.77665133,5365000.452,53.65,J1,2016,2
"30465","2780",OTOLARYNG,SURG MINOR,3,2.408954046,5365000.282,53.65,J1,2016,2
"3046F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3047F","4445",OTHER,OTHER,9,0,0,0,M,2016,2
"3048F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3049F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
"3050F","4445",OTHER,OTHER,9,0,0,0,E,2016,2
