"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0162","Sitz bath chair"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0163","Commode chair, mobile/stationary w fixed arms"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0164","Commode chair, mobile, with fixed arms"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0165","Commode chair, mobile/station w detachable arms"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0166","Commode chair, mobile, with detachable arms"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0167","Repl pail or pan for use with commode chair"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0168","HD/extra wide commode chair w or s arms, each"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0169","Commode chair with seat lift mechanism"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0170","Electric commode chair w int seat lift mechanism"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0171","Non-electric commode chair w int seat lift mech"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0172","Seat lift mech placed over/on top toilet, any"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0175","Foot rest, for use with commode chair, each"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0176","Air pressure pad or cushion, nonpositioning"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0177","Water pressure pad or cushion, nonpositioning"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0178","Gel/gel-like press pad/cushion, nonpositioning"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0179","Dry pressure pad or cushion, nonpositioning"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0180","Pressure pad, alternating with pump"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0181","Powered press reducing pad, alternating, w pump"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0182","Replacement pump for alternating pressure pad"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0184","Dry pressure mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0185","Gel or gel-like pressure pad for std mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0186","Air pressure mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0187","Water pressure mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0188","Synthetic sheepskin pad"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0189","Lambswool sheepskin pad, any size"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0190","Positioning cushion/pillow/wedge, any shape/size"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0191","Heel or elbow protector, each"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0192","Low pressure/positioning equalization pad for WC"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0193","Powered air flotation bed (low air loss therapy)"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0194","Air-fluidized bed"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0196","Gel pressure mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0197","Air pressure pad for standard mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0198","Water pressure pad for standard mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0199","Dry pressure pad for standard mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0200","Heat lamp, without stand (table model)"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0202","Phototherapy light with photometer"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0203","Therapeutic lightbox, min 10,000 lux, tabletop"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0205","Heat lamp with stand"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0210","Electric heat pad, standard"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0215","Electric heat pad, moist"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0217","Water circulating heat pad with pump"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0218","Water circulating cold pad with pump"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0220","Hot water bottle"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0221","Infrared heating pad system"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0225","Hydrocollator unit, includes pads"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0230","Ice cap or collar"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0231","Non-contact wound warming device"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0232","Warming card for use w non-cntct WND warm device"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0235","Paraffin bath unit, portable"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0236","Pump for water circulating pad"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0238","Nonelectric heat pad, moist"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0239","Hydrocollator unit, portable"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0240","Bath/shower chair, w or w/o wheels, any size"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0241","Bath tub wall rail, each"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0242","Bath tub rail, floor base"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0243","Toilet rail, each"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0244","Raised toilet seat"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0245","Tub stool or bench"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0246","Transfer tub rail attachment"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0247","Transfer bench for tub or toilet"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0248","Heavy duty transfer bench for tub or toilet"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0249","Pad water circulating heat unit, repl only"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0250","Hospital bed, fixed height, with mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0251","Hospital bed, fixed height, without mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0255","Hospital bed, variable height, hi-lo, w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0256","Hosp bed, variable height, hi-lo, w/o mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0260","Hospital bed, semielectric, with mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0261","Hospital bed, semielectric, without mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0265","Hospital bed, total electric, with mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0266","Hospital bed, total electric, without mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0270","Hospital bed, institutional, with mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0271","Mattress, innerspring"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0272","Mattress, foam rubber"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0273","Bed board"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0274","Over-bed table"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0275","Bed pan, standard, metal or plastic"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0276","Bed pan, fracture, metal or plastic"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0277","Powered pressure-reducing air mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0280","Bed cradle, any type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0290","Hosp bed, fixed ht, w/o side rails, w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0291","Hosp bed, fixed ht, w/o side rails or mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0292","Hosp bed, var height, w/o side rails, w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0293","Hosp bed, var height, w/o side rails or mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0294","Hosp bed, semielec, w/o side rails, w mattresss"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0295","Hosp bed, semielectric, w/o side rails/mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0296","Hosp bed, tot electric w/o side rail, w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0297","Hosp bed, tot electric, w/o side rails/mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0300","Pediatric crib, hospital grade, w or w/ encl"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0301","Hospital bed >350 <600 lb wt capacity w/o matt"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0302","Hospital bed >600 lb wt capacity w/o mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0303","Hospital bed >350 <600 lb wt capacity w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0304","Hospital bed >600 lb wt capacity w mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0305","Bed side rails, half length"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0310","Bed side rails, full length"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0315","Bed accessory: board, table or support device"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0316","Hospital bed safety enclosure frame/canopy, any"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0325","Urinal; male, jug-type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0326","Urinal; female, jug-type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0328","Hosp bed, ped, manual, 360 deg side enclosures"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0329","Hosp bed, ped, electr/semi 360 d side enclosures"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0350","Control unit electronic bowel irrig/evac system"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0352","Disposable pack electronic bowel irrig/evac syst"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0370","Air pressure elevator for heel"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0371","Nonpwr adv press reducing overlay-std mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0372","Powered air overlay for standard mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0373","Nonpowered advanced pressure reducing mattress"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0424","Stationary compressed gaseous O2 system, rental"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0425","Stationary compressed gas system, purchase"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0430","Portable gaseous oxygen system, purchase"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0431","Portable gaseous oxygen system, rental"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0433","Portable liquid O2 syst, rental-home liquefier"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0434","Portable liquid oxygen system, rental"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0435","Portable liquid oxygen system, purchase"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0439","Stationary liquid oxygen system, rental"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0440","Stationary liquid oxygen system, purchase"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0441","Stationary oxygen contents gaseous, 1 unit"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0442","Stationary oxygen contents liquid, 1 unit"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0443","Portable oxygen contents, gaseous, 1 unit"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0444","Portable oxygen contents, liquid, 1 unit"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0445","Oximeter dev-measure blood O2 levels non-invas"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0446","Topical oxygen delivery system NOS"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0450","Volume ventilator used w invasive interface"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0454","Pressure vent w control, support & flow trigger"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0455","Oxygen tent, excluding croup or pediatric tents"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0457","Chest shell (cuirass)"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0459","Chest wrap"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0460","Negative press ventilator; portable/stationary"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0461","Volume ventilator used w non-invasive interface"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0462","Rocking bed with or without side rails"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0463","Pressure support vent used w invasive interface"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0464","Pressure support vent used w non-invas interface"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0470","Resp assist dev without backup rate feature"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0471","Respiratory assist device, with backup rate"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0472","Resp assist device, used with invasive interface"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0480","Percussor, electric or pneumatic, home model"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0481","Intrapulmonary percussive ventilation system"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0482","Cough stim dev, alt POS & negative airway press"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0483","High freq chest wall oscillat air-pulse gen syst"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0484","Non-electric oscillatory POS expir pressure dev"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0485","Prefab oral dev/appl to reduce up airway collaps"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0486","Cust fab oral dev/appl-reduce up airway collapse"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0487","Electronic spirometer incl all accessories"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0500","IPPB machine, all types, w builtin nebulization"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0550","Humidifier, extensive suppl during IPPB/O2 del"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0555","Humidifier for use with regulator or flowmeter"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0560","Humidifier, supplemental during IPPB/O2 delivery"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0561","Non-heated humidifier, used with PAPD"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0562","Heated humidifier, used with PAPD"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0565","Compressor, air power source for equipment"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0570","Nebulizer, with compressor"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0571","Aerosol compress, batt power-for use sm vol neb"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0572","Aerosol compress, adj press, lt duty intermitt"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0574","Ultrasonic/electr gen w sm vol US nebulizer"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0575","Nebulizer; ultrasonic large volume"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0580","Nebulizer, for use with regulator or flowmeter"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0585","Nebulizer, with compressor and heater"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0590","Dispensing fee drug admin DME nebul SUX pump"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0600","Respiratory suction pump, home model, electric"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0601","Continuous POS airway pressure (CPAP) device"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0602","Breast pump, manual, any type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0603","Electric breast pump (AC and/or DC), any type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0604","Electric breast pump, hospital grade, any type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0605","Vaporizer, room type"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0606","Postural drainage board"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0607","Home blood glucose monitor"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0610","Pacemaker monitor, audible&visible check syst"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0615","Pacemaker monitor incl digital/visible ck system"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0616","Implantable cardiac event recorder w mem"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0617","Ext defib w integrated electrocardiogram analy"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0618","Apnea monitor without recording feature"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0619","Apnea monitor with recording feature"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0620","Skin piercing dev-collect capillary blood, laser"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0621","Sling or seat, patient lift, canvas or nylon"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0625","Patient lift, bathroom or toilet NOC"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0627","Seat lift incorporated into comb lift-chair mech"
"Durable Medical Equipment","1245","SUPPLIES","SUPPLIES","E0628","Sep seat lift mech for pt owned furniture-electr"
